Customer,Account Length,International Plan,Voice Mail Plan,Voice Mail Messages,Day Minutes,Day Calls,Day Charge,Evening Minutes,Evening Calls,Evening Charge,Night Minutes,Night Calls,Night Charge,International Minutes,International Calls,International Charge,Customer Service Calls,Churn?
1299,166,0,0,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,0
1300,132,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0
1301,36,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0
1302,136,0,0,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0
1303,85,0,1,27,196.4,139,33.39,280.9,90,23.88,89.3,75,4.02,13.8,4,3.73,1,0
1304,111,0,0,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,1
1305,131,0,1,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,0
1306,86,0,0,0,70.7,125,12.02,211,113,17.94,174.6,107,7.86,0,0,0,2,0
1307,78,0,0,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,0
1308,47,0,1,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,0
1309,74,0,0,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3,1
1310,129,0,0,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0
1311,121,0,0,0,179.4,70,30.5,143,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0
1312,154,0,1,32,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,2,0
1313,25,0,0,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,0
1314,112,0,1,22,181.8,110,30.91,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,0
1315,118,1,1,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4,1
1316,96,0,1,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,0
1317,68,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,0
1318,43,0,0,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,0
1319,53,0,0,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,1
1320,109,1,1,26,217.2,138,36.92,145.5,111,12.37,280.7,76,12.63,9.3,3,2.51,0,0
1321,156,0,0,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0
1322,77,0,0,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0
1323,75,0,0,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,0
1324,77,0,0,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1,0
1325,132,0,0,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0
1326,99,0,0,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1
1327,167,1,0,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0
1328,142,0,0,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,0
1329,113,1,0,0,125.2,93,21.28,206.4,119,17.54,129.3,139,5.82,8.3,8,2.24,0,0
1330,140,0,0,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0
1331,143,0,0,0,119.1,117,20.25,287.7,136,24.45,223,100,10.04,12.2,4,3.29,0,0
1332,141,0,0,0,126.9,98,21.57,180,62,15.3,140.8,128,6.34,8,2,2.16,1,0
1333,84,0,0,0,86,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,0
1334,181,0,1,27,190.3,93,32.35,249,127,21.17,215.7,82,9.71,10.6,4,2.86,1,0
1335,129,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3,1,0
1336,108,0,1,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,0
1337,41,0,1,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,0
1338,75,0,0,0,143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1,0
1339,64,0,1,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,0
1340,126,1,0,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0
1341,133,0,0,0,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,0
1342,94,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0
1343,113,0,0,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,0
1344,96,0,0,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0
1345,55,0,1,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0
1346,145,0,0,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,0
1347,139,0,0,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,1
1348,93,0,0,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,0
1349,56,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,0
1350,78,0,0,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,0
1351,159,0,0,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0,0
1352,62,0,1,33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,1
1353,129,0,1,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,0
1354,189,0,0,0,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,0
1355,39,0,0,0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,0
1356,143,0,0,0,223.3,99,37.96,167.1,128,14.2,203,84,9.14,4.5,4,1.22,0,1
1357,186,0,0,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0
1358,212,0,0,0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1
1359,89,0,0,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0
1360,124,0,0,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,0
1361,100,0,1,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8,4,2.16,0,0
1362,32,0,0,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,0
1363,56,0,0,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0
1364,108,0,0,0,178.3,137,30.31,189,76,16.07,129.1,102,5.81,14.6,5,3.94,0,0
1365,124,0,0,0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1,0
1366,68,0,1,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2,0
1367,120,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0
1368,52,0,1,31,142.1,77,24.16,193,97,16.41,253.4,88,11.4,11,4,2.97,1,0
1369,107,0,0,0,189.7,76,32.25,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,0
1370,176,0,0,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,0
1371,67,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0
1372,57,0,0,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,1
1373,24,0,1,29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3,0
1374,69,1,1,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1
1375,163,0,0,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,0
1376,66,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0
1377,65,0,0,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,0
1378,116,0,0,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,0
1379,108,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,0
1380,129,0,1,32,211,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,0
1381,120,0,0,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,0
1382,57,0,1,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,0
1383,205,0,0,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,0
1384,121,0,0,0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,1
1385,60,0,0,0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,0
1386,128,0,0,0,216,111,36.72,153.7,115,13.06,227,74,10.22,12.7,4,3.43,1,0
1387,33,0,1,35,186.8,124,31.76,261,69,22.19,317.8,103,14.3,15,5,4.05,0,0
1388,92,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,0
1389,99,0,0,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2,0
1390,94,0,0,0,137.5,118,23.38,203.2,88,17.27,150,131,6.75,13.4,2,3.62,0,0
1391,124,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0
1392,63,0,0,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,0
1393,108,0,1,34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,1
1394,90,0,0,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,0
1395,145,0,0,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9,13,2.43,1,1
1396,19,1,0,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0
1397,109,0,0,0,264.7,69,45,305,120,25.93,197.4,86,8.88,9.5,9,2.57,1,1
1398,176,0,0,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2,0
1399,125,0,1,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,0
1400,70,0,1,30,143.4,72,24.38,170,92,14.45,127.9,68,5.76,9.4,4,2.54,3,0
1401,100,0,0,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
1402,86,0,0,0,216.3,96,36.77,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,0
1403,105,0,0,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,0
1404,161,0,1,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,0
1405,130,0,0,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0
1406,114,0,0,0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2,0
1407,108,0,0,0,103,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0
1408,86,0,1,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0
1409,49,0,0,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3,1,0
1410,21,0,1,31,135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,6,0
1411,87,1,1,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,0
1412,65,0,1,29,158.1,104,26.88,322.2,81,27.39,210,96,9.45,8.9,6,2.4,1,0
1413,190,0,1,22,166.5,93,28.31,183,92,15.56,121,102,5.44,8.5,3,2.3,0,0
1414,121,0,0,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1,0
1415,86,0,0,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,0
1416,102,0,0,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,0
1417,106,0,0,0,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0,0
1418,77,0,0,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1,0
1419,126,0,1,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0
1420,137,0,0,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,0
1421,113,0,0,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0
1422,106,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0
1423,76,0,0,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,1
1424,94,0,0,0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,0
1425,105,0,1,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0
1426,62,0,0,0,182.3,101,30.99,328.2,93,27.9,245,131,11.03,11.2,1,3.02,2,0
1427,125,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0
1428,38,0,1,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,0
1429,88,0,0,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,1
1430,100,0,0,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0
1431,74,0,0,0,124,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,0
1432,102,0,0,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10,1,2.7,4,0
1433,196,0,0,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,0
1434,110,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0
1435,95,0,0,0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0
1436,102,0,1,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,0
1437,106,1,0,0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,1
1438,92,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9,5,2.43,1,0
1439,55,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0
1440,148,0,1,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,0
1441,81,0,0,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,0
1442,164,0,0,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,0
1443,93,0,0,0,173,131,29.41,190.4,108,16.18,290,66,13.05,10.4,2,2.81,0,0
1444,146,0,0,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,0
1445,162,0,0,0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1,0
1446,165,0,1,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,0
1447,108,0,0,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,0
1448,46,0,0,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,2,0
1449,149,1,1,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1
1450,119,0,0,0,231.5,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,0
1451,54,0,1,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0
1452,148,1,0,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,0
1453,85,0,0,0,165.8,96,28.19,190,141,16.15,144,116,6.48,10.9,3,2.94,5,1
1454,44,0,1,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,0
1455,93,0,0,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24,0,0
1456,37,0,0,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,0
1457,65,0,0,0,158.8,53,27,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0
1458,166,0,0,0,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,2,0
1459,95,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0
1460,137,0,0,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,0
1461,85,0,0,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0
1462,177,0,1,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0
1463,115,0,0,0,195.9,111,33.3,227,108,19.3,313.2,113,14.09,13.2,1,3.56,2,0
1464,103,0,0,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12,6,3.24,2,0
1465,106,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0
1466,137,0,0,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,0
1467,46,0,0,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,0
1468,107,0,0,0,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1,0
1469,81,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0
1470,22,0,0,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0,0
1471,169,0,0,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7,2,0
1472,95,0,0,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0
1473,74,0,0,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0
1474,41,0,1,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,0
1475,104,0,1,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3,1,0
1476,171,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0
1477,79,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1
1478,102,0,0,0,102.6,89,17.44,246,77,20.91,170.5,140,7.67,9.1,4,2.46,2,0
1479,120,0,1,27,153.5,84,26.1,194,73,16.49,256.5,94,11.54,10.2,7,2.75,5,0
1480,127,0,0,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10,5,2.7,1,0
1481,107,0,0,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0
1482,116,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1
1483,95,0,0,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,0
1484,138,1,0,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11,4,2.97,2,1
1485,147,1,0,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,1,0
1486,73,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0
1487,115,0,1,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,0
1488,109,0,0,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0
1489,94,0,0,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0,0
1490,89,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1
1491,109,0,0,0,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0
1492,103,0,0,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,0
1493,161,1,0,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3,2,0
1494,101,0,0,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,0
1495,144,0,1,51,283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,1,0
1496,130,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1
1497,88,0,1,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,0
1498,77,0,0,0,163,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,0
1499,137,0,0,0,243.4,114,41.38,121.2,110,10.3,162.6,104,7.32,12.2,5,3.29,0,0
1500,190,0,1,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,0
1501,120,0,1,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0
1502,111,0,0,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,0
1503,133,0,0,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0
1504,92,0,0,0,208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,0
1505,79,0,0,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0
1506,106,0,0,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,0
1507,189,0,1,38,256.7,98,43.64,150.5,120,12.79,123,87,5.54,11.4,3,3.08,3,0
1508,92,1,0,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0
1509,81,0,0,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0
1510,111,0,0,0,176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,0,0
1511,199,0,1,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8,2,2.16,0,0
1512,38,0,0,0,131.2,98,22.3,162.9,97,13.85,159,106,7.15,8.2,6,2.21,2,0
1513,32,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0
1514,129,0,0,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,0
1515,166,0,0,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,0
1516,136,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3,1
1517,123,0,0,0,154.3,107,26.23,183,111,15.56,54,134,2.43,10.9,8,2.94,0,0
1518,108,0,0,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,0
1519,171,0,0,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,0
1520,63,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0
1521,50,0,0,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1,0
1522,50,1,0,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1
1523,138,0,0,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,0
1524,87,0,1,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0,0,0,1,0
1525,55,0,0,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,0
1526,144,0,0,0,201.1,99,34.19,303.5,74,25.8,224,119,10.08,13.2,2,3.56,1,0
1527,119,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,1
1528,59,0,1,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,0
1529,137,1,0,0,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0
1530,44,0,0,0,288.1,112,48.98,258,92,21.93,192.4,90,8.66,10.2,4,2.75,3,1
1531,84,0,0,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0
1532,86,0,0,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,0
1533,13,0,0,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,1
1534,34,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,1
1535,91,0,1,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,0
1536,159,0,0,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,0
1537,34,0,1,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,0
1538,88,0,0,0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,0
1539,80,0,0,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0
1540,113,0,1,23,205,101,34.85,152,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0
1541,176,0,1,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8,7.2,6,1.94,1,0
1542,122,0,1,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14,5,3.78,1,0
1543,122,0,1,27,253.7,84,43.13,229.2,109,19.48,190.5,123,8.57,9.2,5,2.48,7,0
1544,138,1,0,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1
1545,137,0,0,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,0
1546,173,0,0,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,0
1547,190,0,0,0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,0
1548,159,0,1,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,0
1549,132,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0
1550,92,0,0,0,184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2,1
1551,111,0,0,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,1
1552,67,0,0,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,4,0
1553,117,0,0,0,118.4,126,20.13,249.3,97,21.19,227,56,10.22,13.6,3,3.67,5,1
1554,107,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,0
1555,16,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0
